shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
D1,-34.5839167074,-58.4177398682,24,5.2548
D1,-34.5855066331,-58.4153366089,25,5.5361
D1,-34.5873438427,-58.4125900269,26,5.8586
D1,-34.5888100481,-58.4104013443,27,6.1158
D1,-34.5890396924,-58.4101009369,28,6.1527
D1,-34.5926962505,-58.4059810638,29,6.6904
D1,-34.5931908451,-58.405251503,30,6.7764
D1,-34.5937207645,-58.4043931961,31,6.8749
D1,-34.5942595125,-58.4035885334,32,6.9694
D1,-34.5945134294,-58.4034302831,33,6.9986
D1,-34.5947805933,-58.40332,34,7.0268
D1,-34.5950234688,-58.4032210708,35,7.0524
D1,-34.5952221846,-58.4031271935,36,7.0739
D1,-34.5959287259,-58.4028106928,37,7.1494
D1,-34.5965911028,-58.4024432302,38,7.2234
D1,-34.5973241272,-58.4020113945,39,7.3064
D1,-34.5980748081,-58.401517868,40,7.3941
D1,-34.5987901565,-58.4010136127,41,7.4796
D1,-34.5991207822,-58.4005596489,42,7.5344
D1,-34.5993763401,-58.3999983966,43,7.5946
D1,-34.5996208581,-58.3993459493,44,7.6626
D1,-34.5997593996,-58.3987364173,45,7.7236
D1,-34.5997318017,-58.3971820772,46,7.8753
D1,-34.5996909568,-58.3940720558,47,8.1789
D1,-34.5994790047,-58.3899307251,48,8.5837
D1,-34.5994348479,-58.389018774,49,8.6728
D1,-34.5995054987,-58.3880746365,50,8.7652
D1,-34.5996468002,-58.3874684572,51,8.826
D1,-34.5998322579,-58.3869481087,52,8.8799
D1,-34.6001546002,-58.3863902092,53,8.9428
D1,-34.6004140186,-58.3859717846,54,8.9909
D1,-34.6006955143,-58.3855319023,55,9.0418
D1,-34.6010035026,-58.3850973845,56,9.0938
D1,-34.6016249951,-58.3845663071,57,9.1736
D1,-34.6021769384,-58.3840620518,58,9.2466
D1,-34.6026052439,-58.3837723732,59,9.2971
D1,-34.6034176936,-58.3823347092,60,9.4583
D1,-34.6039839752,-58.3809587359,61,9.6035
D1,-34.6043935058,-58.3803096414,62,9.6784
D1,-34.6058196723,-58.3777856827,63,9.9614
D1,-34.6064731398,-58.376455307,64,10.1061
D1,-34.6070736189,-58.3753623068,65,10.2278
D1,-34.6076122802,-58.3742800355,66,10.3458
D1,-34.607850703,-58.3737784624,67,10.4
E0,-34.6090163156,-58.3734405041,1,0
E0,-34.6130494737,-58.3778044581,2,0.5684
E0,-34.6134413,-58.3782215416,3,0.6232
E0,-34.6140428324,-58.3789336681,4,0.7124
E0,-34.6145494407,-58.379509002,5,0.7857
E0,-34.6151557938,-58.3801012672,6,0.8668
E0,-34.6154722132,-58.3803893533,7,0.9077
E0,-34.6158725127,-58.3806935325,8,0.9558
E0,-34.6162007251,-58.3808351867,9,0.99
E0,-34.6165112771,-58.3809124678,10,1.0206
E0,-34.6176607648,-58.3809104562,11,1.1306
E0,-34.6185723971,-58.3808749169,12,1.2179
E0,-34.6190149655,-58.3809081092,13,1.2603
E0,-34.619612043,-58.3811505139,14,1.322
E0,-34.6200474322,-58.3813870512,15,1.3694
E0,-34.62047399,-58.3816289529,16,1.4163
E0,-34.6208873021,-58.3819620498,17,1.4671
E0,-34.6212961975,-58.3822575957,18,1.5153
E0,-34.6216323898,-58.3825762337,19,1.5596
E0,-34.6218538041,-58.3828948718,20,1.5968
E0,-34.6219957573,-58.3831920521,21,1.6283
E0,-34.6221288813,-58.3835106902,22,1.6613
E0,-34.6222538659,-58.3839763049,23,1.7074
E0,-34.6223170479,-58.3843721822,24,1.7458
E0,-34.6223755395,-58.3858430386,25,1.8866
E0,-34.6227463531,-58.3914971352,26,2.4286
E0,-34.6228920294,-58.3937501907,27,2.6446
E0,-34.6230134261,-58.3958101273,28,2.842
E0,-34.6232054533,-58.397821784,29,3.0353
E0,-34.6234968041,-58.3998844028,30,3.2346
E0,-34.6237793251,-58.4021776915,31,3.4556
E0,-34.6244370656,-58.4071236849,32,3.9329
E0,-34.6246246751,-58.4089502692,33,4.1086
E0,-34.6247891091,-58.4103088081,34,4.2395
E0,-34.6249932715,-58.4121018648,35,4.4121
E0,-34.625461188,-58.4160661697,36,4.794
E0,-34.6258364021,-58.418828845,37,5.0607
E0,-34.6270105905,-58.4267306328,38,5.8249
E0,-34.6277830739,-58.4323257208,39,6.3652
E0,-34.6281726234,-58.4348060936,40,6.6054
E0,-34.6284010554,-58.4365327656,41,6.772
E0,-34.6286805249,-58.4382885229,42,6.9421
E0,-34.6287746009,-58.4388641082,43,6.9979
E0,-34.6288744702,-58.4392642602,44,7.0374
E0,-34.629233116,-58.4397534281,45,7.0954
E0,-34.6310362533,-58.4421801567,46,7.3846
E0,-34.6319764293,-58.4427192807,47,7.4883
E0,-34.6324227885,-58.4432024136,48,7.5512
E0,-34.6328779731,-58.4438357502,49,7.6258
E0,-34.6336206083,-58.444866389,50,7.7473
E0,-34.6345202031,-58.4461915679,51,7.9005
E0,-34.6349872382,-58.447044678,52,7.9936
E0,-34.6356035109,-58.4480749816,53,8.1084
E0,-34.6359930237,-58.4487462044,54,8.1827
E0,-34.6361298494,-58.4489996731,55,8.2102
E0,-34.6362258478,-58.4491948038,56,8.231
E0,-34.6362821228,-58.449459672,57,8.2569
E0,-34.6362490199,-58.4501624107,58,8.3242
E0,-34.6361960552,-58.4513774514,59,8.4406
E0,-34.6361916415,-58.4518991411,60,8.4905
E0,-34.6362578473,-58.4524208307,61,8.5408
E0,-34.6365754965,-58.4536727518,62,8.6644
E0,-34.6370343824,-58.4545974433,63,8.7631
E0,-34.6375990553,-58.4554812312,64,8.8634
E0,-34.638216412,-58.4563046694,65,8.9619
E0,-34.6392216067,-58.4574151039,66,9.1052
E0,-34.6398990856,-58.4582197666,67,9.2058
E0,-34.6412319595,-58.4599632025,68,9.4157
E0,-34.6420307909,-58.4608992934,69,9.5335
E0,-34.6426354261,-58.4613794088,70,9.6073
E0,-34.6431164831,-58.4616476297,71,9.66
E1,-34.6431164831,-58.4616476297,1,0
E1,-34.6426354261,-58.4613794088,2,0.0527
E1,-34.6420307909,-58.4608992934,3,0.1265
E1,-34.6412319595,-58.4599632025,4,0.2443
E1,-34.6398990856,-58.4582197666,5,0.4542
E1,-34.6392216067,-58.4574151039,6,0.5548
E1,-34.638216412,-58.4563046694,7,0.6981
E1,-34.6375990553,-58.4554812312,8,0.7966
E1,-34.6370343824,-58.4545974433,9,0.8969
E1,-34.6365754965,-58.4536727518,10,0.9956
E1,-34.6362578473,-58.4524208307,11,1.1192
E1,-34.6361916415,-58.4518991411,12,1.1695
E1,-34.6361960552,-58.4513774514,13,1.2194
E1,-34.6362490199,-58.4501624107,14,1.3358
E1,-34.6362821228,-58.449459672,15,1.4031
E1,-34.6362258478,-58.4491948038,16,1.429
E1,-34.6361298494,-58.4489996731,17,1.4498
E1,-34.6359930237,-58.4487462044,18,1.4773
E1,-34.6356035109,-58.4480749816,19,1.5516
E1,-34.6349872382,-58.447044678,20,1.6664
E1,-34.6345202031,-58.4461915679,21,1.7595
E1,-34.6336206083,-58.444866389,22,1.9127
E1,-34.6328779731,-58.4438357502,23,2.0342
E1,-34.6324227885,-58.4432024136,24,2.1088
E1,-34.6319764293,-58.4427192807,25,2.1717
E1,-34.6310362533,-58.4421801567,26,2.2754
E1,-34.629233116,-58.4397534281,27,2.5646
E1,-34.6288744702,-58.4392642602,28,2.6226
E1,-34.6287746009,-58.4388641082,29,2.6621
E1,-34.6286805249,-58.4382885229,30,2.7179
E1,-34.6284010554,-58.4365327656,31,2.888
E1,-34.6281726234,-58.4348060936,32,3.0546
E1,-34.6277830739,-58.4323257208,33,3.2948
E1,-34.6270105905,-58.4267306328,34,3.8351
E1,-34.6258364021,-58.418828845,35,4.5993
E1,-34.625461188,-58.4160661697,36,4.866
E1,-34.6249932715,-58.4121018648,37,5.2479
E1,-34.6247891091,-58.4103088081,38,5.4205
E1,-34.6246246751,-58.4089502692,39,5.5514
E1,-34.6244370656,-58.4071236849,40,5.7271
E1,-34.6237793251,-58.4021776915,41,6.2044
E1,-34.6234968041,-58.3998844028,42,6.4254
E1,-34.6232054533,-58.397821784,43,6.6247
E1,-34.6230134261,-58.3958101273,44,6.818
E1,-34.6228920294,-58.3937501907,45,7.0154
E1,-34.6227463531,-58.3914971352,46,7.2314
E1,-34.6223755395,-58.3858430386,47,7.7734
E1,-34.6223170479,-58.3843721822,48,7.9142
E1,-34.6222538659,-58.3839763049,49,7.9526
E1,-34.6221288813,-58.3835106902,50,7.9987
E1,-34.6219957573,-58.3831920521,51,8.0317
E1,-34.6218538041,-58.3828948718,52,8.0632
E1,-34.6216323898,-58.3825762337,53,8.1004
E1,-34.6212961975,-58.3822575957,54,8.1447
E1,-34.6208873021,-58.3819620498,55,8.1929
E1,-34.62047399,-58.3816289529,56,8.2437
E1,-34.6200474322,-58.3813870512,57,8.2906
E1,-34.619612043,-58.3811505139,58,8.338
E1,-34.6190149655,-58.3809081092,59,8.3997
E1,-34.6185723971,-58.3808749169,60,8.4421
E1,-34.6176607648,-58.3809104562,61,8.5294
E1,-34.6165112771,-58.3809124678,62,8.6394
E1,-34.6162007251,-58.3808351867,63,8.67
E1,-34.6158725127,-58.3806935325,64,8.7042
E1,-34.6154722132,-58.3803893533,65,8.7523
E1,-34.6151557938,-58.3801012672,66,8.7932
E1,-34.6145494407,-58.379509002,67,8.8743
E1,-34.6140428324,-58.3789336681,68,8.9476
E1,-34.6134413,-58.3782215416,69,9.0368
E1,-34.6130494737,-58.3778044581,70,9.0916
E1,-34.6090163156,-58.3734405041,71,9.66
H0,-34.5875182871,-58.3972343802,1,0
H0,-34.5884059609,-58.3985567093,2,0.1705
H0,-34.5890794384,-58.3997046947,3,0.312899999999999
H0,-34.5894062387,-58.399951458,4,0.3567
H0,-34.5906825138,-58.4005737305,5,0.508699999999999
H0,-34.5923782953,-58.4014105797,6,0.7111
H0,-34.5944449823,-58.4023118019,7,0.952399999999999
H0,-34.5966352611,-58.4031271935,8,1.2025
H0,-34.5984280673,-58.4037172794,9,1.4045
H0,-34.6005740849,-58.4044146538,10,1.646
H0,-34.602879005,-58.4050637484,11,1.9023
H0,-34.6035860831,-58.4052297488,12,1.98
H0,-34.6055812437,-58.4057021141,13,2.1961
H0,-34.6065614458,-58.4059488773,14,2.3026
H0,-34.6077270765,-58.4061098099,15,2.4267
H0,-34.6101377607,-58.4059810638,16,2.6811
H0,-34.6112327004,-58.405841589,17,2.7974
H0,-34.6133695573,-58.4053051472,18,3.0296
H0,-34.6146233898,-58.4049189091,19,3.1679
H0,-34.6158153961,-58.4045863152,20,3.2983
H0,-34.6170868507,-58.404135704,21,3.4405
H0,-34.6197709686,-58.4032022953,22,3.74
H0,-34.6210158754,-58.4028375149,23,3.8768
H0,-34.6219429215,-58.4026122093,24,3.9773
H0,-34.6229052727,-58.4023547173,25,4.0823
H0,-34.6244326512,-58.4020221233,26,4.2471
H0,-34.625598031,-58.4017646313,27,4.3729
H0,-34.6274696672,-58.401324749,28,4.5755
H0,-34.6297385281,-58.4009170532,29,4.8185
H0,-34.6312481249,-58.400605917,30,4.9809
H0,-34.631830769,-58.4004449844,31,5.0446
H0,-34.632625277,-58.400144577,32,5.1341
H0,-34.6336846092,-58.3996725082,33,5.2564
H0,-34.6359533001,-58.398900032,34,5.509
H0,-34.636416741,-58.3988893032,35,5.5578
H0,-34.6368239048,-58.3992084861,36,5.6124
H0,-34.6370810018,-58.3995598555,37,5.6582
H0,-34.6372509281,-58.4000372887,38,5.7117
H0,-34.6381822065,-58.404661417,39,6.2088
H0,-34.6384432991,-58.4061953053,40,6.3728
H0,-34.6385275023,-58.4066940285,41,6.4261
H0,-34.6385675695,-58.4072785825,42,6.4879
H0,-34.6384453679,-58.408511728,43,6.6185
H0,-34.6384216448,-58.4090897441,44,6.6794
H0,-34.6386478417,-58.4100955725,45,6.7881
H0,-34.6388707278,-58.4108519554,46,6.8712
H0,-34.6391421625,-58.4113079309,47,6.9271
H0,-34.6394993741,-58.4117204545,48,6.9847
H0,-34.6419002812,-58.4127501557,49,7.26
H1,-34.6419002812,-58.4127501557,1,0
H1,-34.6394993741,-58.4117204545,2,0.2753
H1,-34.6391421625,-58.4113079309,3,0.3329
H1,-34.6388707278,-58.4108519554,4,0.3888
H1,-34.6386478417,-58.4100955725,5,0.4719
H1,-34.6384216448,-58.4090897441,6,0.5806
H1,-34.6384453679,-58.408511728,7,0.6415
H1,-34.6385675695,-58.4072785825,8,0.7721
H1,-34.6385275023,-58.4066940285,9,0.8339
H1,-34.6384432991,-58.4061953053,10,0.8872
H1,-34.6381822065,-58.404661417,11,1.0512
H1,-34.6372509281,-58.4000372887,12,1.5483
H1,-34.6370810018,-58.3995598555,13,1.6018
H1,-34.6368239048,-58.3992084861,14,1.6476
H1,-34.636416741,-58.3988893032,15,1.7022
H1,-34.6359533001,-58.398900032,16,1.751
H1,-34.6336846092,-58.3996725082,17,2.0036
H1,-34.632625277,-58.400144577,18,2.1259
H1,-34.631830769,-58.4004449844,19,2.2154
H1,-34.6312481249,-58.400605917,20,2.2791
H1,-34.6297385281,-58.4009170532,21,2.4415
H1,-34.6274696672,-58.401324749,22,2.6845
H1,-34.625598031,-58.4017646313,23,2.8871
H1,-34.6244326512,-58.4020221233,24,3.0129
H1,-34.6229052727,-58.4023547173,25,3.1777
H1,-34.6219429215,-58.4026122093,26,3.2827
H1,-34.6210158754,-58.4028375149,27,3.3832
H1,-34.6197709686,-58.4032022953,28,3.52
H1,-34.6170868507,-58.404135704,29,3.8195
H1,-34.6158153961,-58.4045863152,30,3.9617
H1,-34.6146233898,-58.4049189091,31,4.0921
H1,-34.6133695573,-58.4053051472,32,4.2304
H1,-34.6112327004,-58.405841589,33,4.4626
H1,-34.6101377607,-58.4059810638,34,4.5789
H1,-34.6077270765,-58.4061098099,35,4.8333
H1,-34.6065614458,-58.4059488773,36,4.9574
H1,-34.6055812437,-58.4057021141,37,5.0639
H1,-34.6035860831,-58.4052297488,38,5.28
H1,-34.602879005,-58.4050637484,39,5.3577
H1,-34.6005740849,-58.4044146538,40,5.614
H1,-34.5984280673,-58.4037172794,41,5.8555
H1,-34.5966352611,-58.4031271935,42,6.0575
H1,-34.5944449823,-58.4023118019,43,6.3076
H1,-34.5923782953,-58.4014105797,44,6.5489
H1,-34.5906825138,-58.4005737305,45,6.7513
H1,-34.5894062387,-58.399951458,46,6.9033
H1,-34.5890794384,-58.3997046947,47,6.9471
H1,-34.5884059609,-58.3985567093,48,7.0895
H1,-34.5875182871,-58.3972343802,49,7.26
P1-0,-34.6432578305,-58.461526166,1,0
P1-0,-34.6438662906,-58.4611415941,2,0.0725
P1-0,-34.6444206032,-58.4606792402,3,0.1453
P1-0,-34.6457941506,-58.4592507367,4,0.345
P1-0,-34.6483572243,-58.4566645291,5,0.712
P1-0,-34.6499503091,-58.4548619261,6,0.9545
P1-0,-34.6501895563,-58.4544780733,7,1.0001
P1-0,-34.6503432155,-58.4543622628,8,1.0195
P1-0,-34.6506243389,-58.4543555406,9,1.0478
P1-0,-34.651205076,-58.4545110079,10,1.1084
P1-0,-34.6514579495,-58.4546392462,11,1.137
P1-0,-34.6516438895,-58.4546929661,12,1.1565
P1-0,-34.6521158315,-58.4547876347,13,1.205
P1-0,-34.6523363162,-58.4549455905,14,1.2323
P1-0,-34.6537645862,-58.4566286312,15,1.4548
P1-0,-34.6539077786,-58.456738372,16,1.473
P1-0,-34.6541141206,-58.4567795293,17,1.4942
P1-0,-34.6543095011,-58.4566544524,18,1.5176
P1-0,-34.6574327958,-58.4526355656,19,2.0306
P1-0,-34.6595795007,-58.4498838756,20,2.3823
P1-0,-34.6609181428,-58.4481873767,21,2.6001
P1-0,-34.6622966111,-58.446513182,22,2.8187
P1-0,-34.6627073571,-58.4459983072,23,2.8851
P1-0,-34.6627575397,-58.4459365474,24,2.8931
P1-0,-34.6628182115,-58.4459100832,25,2.8998
P1-0,-34.6628769989,-58.4459285216,26,2.906
P1-0,-34.662945064,-58.4459784535,27,2.9145
P1-0,-34.6641573493,-58.4474449407,28,3.1063
P1-0,-34.6655368584,-58.449124058,29,3.3253
P1-0,-34.6656046568,-58.4494264658,30,3.3565
P1-0,-34.6657178261,-58.4506163884,31,3.477
P1-0,-34.6657919013,-58.4509316851,32,3.5096
P1-0,-34.6659302052,-58.4512388068,33,3.5436
P1-0,-34.6661646912,-58.4514503715,34,3.5754
P1-0,-34.6664835907,-58.4515871341,35,3.6104
P1-0,-34.6673240085,-58.4518639794,36,3.6996
P1-0,-34.6676114442,-58.452030198,37,3.733
P1-0,-34.6678538377,-58.4522283379,38,3.7646
P1-0,-34.6680865109,-58.4524976113,39,3.8005
P1-0,-34.6683216972,-58.453010171,40,3.8573
P1-0,-34.6685278224,-58.4535151581,41,3.9123
P1-0,-34.6687270014,-58.4538650176,42,3.9528
P1-0,-34.6693991866,-58.454581918,43,4.0519
P1-0,-34.6702369308,-58.4555066123,44,4.1776
P1-0,-34.6711414788,-58.4564662642,45,4.3106
P1-0,-34.6718438791,-58.457193656,46,4.4125
P1-0,-34.6726104072,-58.4579756632,47,4.5228
P1-0,-34.6728284531,-58.4580998686,48,4.5481
P1-0,-34.6730362599,-58.4581341672,49,4.5694
P1-0,-34.6733701595,-58.4581026679,50,4.6032
P1-0,-34.6735555847,-58.4581048669,51,4.6219
P1-0,-34.6737511563,-58.4582440144,52,4.646
P1-0,-34.6738741524,-58.4584782342,53,4.6727
P1-0,-34.6738973639,-58.4588510599,54,4.7104
P1-0,-34.6739385294,-58.4591939823,55,4.7452
P1-0,-34.674064313,-58.459560204,56,4.7842
P1-0,-34.674533553,-58.4601381199,57,4.8592
P1-0,-34.6752435571,-58.4609703776,58,4.9695
P1-0,-34.6760908715,-58.4620751075,59,5.1098
P1-0,-34.676763691,-58.4628700067,60,5.2148
P1-0,-34.6778405497,-58.464182391,61,5.3859
P1-0,-34.6786760754,-58.4648924251,62,5.4964
P1-0,-34.6793115873,-58.4653608806,63,5.576
P1-0,-34.6801893909,-58.4662541952,64,5.7022
P1-0,-34.6805869413,-58.4668857676,65,5.7774
P1-0,-34.6807265776,-58.4670971689,66,5.8029
P1-0,-34.6809465415,-58.4672777874,67,5.8316
P1-0,-34.6811252911,-58.4673186147,68,5.8501
P1-0,-34.6813339625,-58.4672572241,69,5.872
P1-0,-34.6816061701,-58.4670326373,70,5.9076
P1-0,-34.6835434776,-58.4651479454,71,6.18
P1-1,-34.6835434776,-58.4651479454,1,0
P1-1,-34.6816061701,-58.4670326373,2,0.2715
P1-1,-34.6813339625,-58.4672572241,3,0.307
P1-1,-34.6811252911,-58.4673186147,4,0.3288
P1-1,-34.6809465415,-58.4672777874,5,0.3473
P1-1,-34.6807265776,-58.4670971689,6,0.3759
P1-1,-34.6805869413,-58.4668857676,7,0.4013
P1-1,-34.6801893909,-58.4662541952,8,0.4763
P1-1,-34.6793115873,-58.4653608806,9,0.6021
P1-1,-34.6786760754,-58.4648924251,10,0.6814
P1-1,-34.6778405497,-58.464182391,11,0.7916
P1-1,-34.676763691,-58.4628700067,12,0.9622
P1-1,-34.6760908715,-58.4620751075,13,1.0668
P1-1,-34.6752435571,-58.4609703776,14,1.2067
P1-1,-34.674533553,-58.4601381199,15,1.3166
P1-1,-34.674064313,-58.459560204,16,1.3913
P1-1,-34.6739385294,-58.4591939823,17,1.4303
P1-1,-34.6738973639,-58.4588510599,18,1.465
P1-1,-34.6738741524,-58.4584782342,19,1.5025
P1-1,-34.6737511563,-58.4582440144,20,1.5291
P1-1,-34.6735555847,-58.4581048669,21,1.5532
P1-1,-34.6733701595,-58.4581026679,22,1.5718
P1-1,-34.6730362599,-58.4581341672,23,1.6055
P1-1,-34.6728284531,-58.4580998686,24,1.6267
P1-1,-34.6726104072,-58.4579756632,25,1.6519
P1-1,-34.6718438791,-58.457193656,26,1.7619
P1-1,-34.6711414788,-58.4564662642,27,1.8635
P1-1,-34.6702369308,-58.4555066123,28,1.996
P1-1,-34.6693991866,-58.454581918,29,2.1213
P1-1,-34.6687270014,-58.4538650176,30,2.2201
P1-1,-34.6685278224,-58.4535151581,31,2.2605
P1-1,-34.6683216972,-58.453010171,32,2.3153
P1-1,-34.6680865109,-58.4524976113,33,2.372
P1-1,-34.6678538377,-58.4522283379,34,2.4077
P1-1,-34.6676114442,-58.452030198,35,2.4392
P1-1,-34.6673240085,-58.4518639794,36,2.4725
P1-1,-34.6664835907,-58.4515871341,37,2.5614
P1-1,-34.6661646912,-58.4514503715,38,2.5963
P1-1,-34.6659302052,-58.4512388068,39,2.628
P1-1,-34.6657919013,-58.4509316851,40,2.6618
P1-1,-34.6657178261,-58.4506163884,41,2.6944
P1-1,-34.6656046568,-58.4494264658,42,2.8145
P1-1,-34.6655368584,-58.449124058,43,2.8456
P1-1,-34.664679666,-58.4470713786,44,3.0691
P1-1,-34.663795765,-58.4449655698,45,3.2985
P1-1,-34.6637313306,-58.4448920799,46,3.3084
P1-1,-34.6636663909,-58.4448794224,47,3.315
P1-1,-34.6635868887,-58.4449112132,48,3.3236
P1-1,-34.663513138,-58.4449885817,49,3.3343
P1-1,-34.6622966111,-58.446513182,50,3.5303
P1-1,-34.6609181428,-58.4481873767,51,3.7482
P1-1,-34.6595795007,-58.4498838756,52,3.9653
P1-1,-34.6574327958,-58.4526355656,53,4.3159
P1-1,-34.6543095011,-58.4566544524,54,4.8273
P1-1,-34.6541141206,-58.4567795293,55,4.8506
P1-1,-34.6539077786,-58.456738372,56,4.8717
P1-1,-34.6537645862,-58.4566286312,57,4.8898
P1-1,-34.6523363162,-58.4549455905,58,5.1116
P1-1,-34.6521158315,-58.4547876347,59,5.1389
P1-1,-34.6516438895,-58.4546929661,60,5.1872
P1-1,-34.6514579495,-58.4546392462,61,5.2067
P1-1,-34.651205076,-58.4545110079,62,5.2351
P1-1,-34.6506243389,-58.4543555406,63,5.2955
P1-1,-34.6503432155,-58.4543622628,64,5.3238
P1-1,-34.6501895563,-58.4544780733,65,5.3431
P1-1,-34.6499503091,-58.4548619261,66,5.3886
P1-1,-34.6483572243,-58.4566645291,67,5.6303
P1-1,-34.6457941506,-58.4592507367,68,5.9961
P1-1,-34.6444206032,-58.4606792402,69,6.1952
P1-1,-34.6438662906,-58.4611415941,70,6.2677
P1-1,-34.6432578305,-58.461526166,71,6.34
P2-0,-34.6432578305,-58.461526166,1,0
P2-0,-34.6438662906,-58.4611415941,2,0.0724
P2-0,-34.6444206032,-58.4606792402,3,0.145
P2-0,-34.6457941506,-58.4592507367,4,0.3444
P2-0,-34.6483572243,-58.4566645291,5,0.7108
P2-0,-34.6499503091,-58.4548619261,6,0.9528
P2-0,-34.6501895563,-58.4544780733,7,0.9983
P2-0,-34.6503432155,-58.4543622628,8,1.0177
P2-0,-34.6506243389,-58.4543555406,9,1.046
P2-0,-34.651205076,-58.4545110079,10,1.1065
P2-0,-34.6514579495,-58.4546392462,11,1.135
P2-0,-34.6516438895,-58.4546929661,12,1.1545
P2-0,-34.6521158315,-58.4547876347,13,1.2029
P2-0,-34.6523363162,-58.4549455905,14,1.2302
P2-0,-34.6537645862,-58.4566286312,15,1.4523
P2-0,-34.6539077786,-58.456738372,16,1.4704
P2-0,-34.6541141206,-58.4567795293,17,1.4916
P2-0,-34.6543095011,-58.4566544524,18,1.5149
P2-0,-34.6574327958,-58.4526355656,19,2.027
P2-0,-34.6595795007,-58.4498838756,20,2.3782
P2-0,-34.6609181428,-58.4481873767,21,2.5956
P2-0,-34.6622966111,-58.446513182,22,2.8138
P2-0,-34.6627173518,-58.4459865663,23,2.8816
P2-0,-34.6627592504,-58.445935645,24,2.8882
P2-0,-34.6628181548,-58.4459099611,25,2.8947
P2-0,-34.6628769458,-58.4459280267,26,2.9009
P2-0,-34.6629438856,-58.4459765211,27,2.9092
P2-0,-34.6641600388,-58.4474490177,28,3.1013
P2-0,-34.6655368584,-58.449124058,29,3.3195
P2-0,-34.6656046568,-58.4494264658,30,3.3507
P2-0,-34.6657178261,-58.4506163884,31,3.4709
P2-0,-34.6657919013,-58.4509316851,32,3.5035
P2-0,-34.6659302052,-58.4512388068,33,3.5374
P2-0,-34.6661646912,-58.4514503715,34,3.5692
P2-0,-34.6664835907,-58.4515871341,35,3.6041
P2-0,-34.6673240085,-58.4518639794,36,3.6931
P2-0,-34.6676114442,-58.452030198,37,3.7265
P2-0,-34.6678538377,-58.4522283379,38,3.758
P2-0,-34.6680865109,-58.4524976113,39,3.7938
P2-0,-34.6683216972,-58.453010171,40,3.8506
P2-0,-34.6685278224,-58.4535151581,41,3.9054
P2-0,-34.6687270014,-58.4538650176,42,3.9459
P2-0,-34.6693991866,-58.454581918,43,4.0448
P2-0,-34.6702369308,-58.4555066123,44,4.1704
P2-0,-34.6711414788,-58.4564662642,45,4.303
P2-0,-34.6718438791,-58.457193656,46,4.4048
P2-0,-34.6726104072,-58.4579756632,47,4.515
P2-0,-34.6728284531,-58.4580998686,48,4.5402
P2-0,-34.6730362599,-58.4581341672,49,4.5614
P2-0,-34.6733701595,-58.4581026679,50,4.5951
P2-0,-34.6735555847,-58.4581048669,51,4.6138
P2-0,-34.6737511563,-58.4582440144,52,4.6379
P2-0,-34.6738741524,-58.4584782342,53,4.6646
P2-0,-34.6738973639,-58.4588510599,54,4.7021
P2-0,-34.6739385294,-58.4591939823,55,4.7369
P2-0,-34.674064313,-58.459560204,56,4.7758
P2-0,-34.674533553,-58.4601381199,57,4.8507
P2-0,-34.6752435571,-58.4609703776,58,4.9608
P2-0,-34.6760908715,-58.4620751075,59,5.1009
P2-0,-34.676763691,-58.4628700067,60,5.2057
P2-0,-34.6778405497,-58.464182391,61,5.3765
P2-0,-34.6786760754,-58.4648924251,62,5.4868
P2-0,-34.6793115873,-58.4653608806,63,5.5662
P2-0,-34.6799277817,-58.4658258885,64,5.6439
P2-0,-34.6800978179,-58.4658456004,65,5.6611
P2-0,-34.6803424286,-58.4657026212,66,5.6896
P2-0,-34.6808142049,-58.4650410482,67,5.7714
P2-0,-34.6821277163,-58.4632640868,68,5.9937
P2-0,-34.6839242484,-58.4608049647,69,6.3001
P2-0,-34.6851440162,-58.4592089893,70,6.5022
P2-0,-34.6862186214,-58.4577638029,71,6.6834
P2-0,-34.686387982,-58.4576256741,72,6.7054
P2-0,-34.6866166887,-58.4576031653,73,6.7285
P2-0,-34.6867997942,-58.457749615,74,6.7521
P2-0,-34.6871569507,-58.4581543966,75,6.8064
P2-0,-34.6881296806,-58.4592338128,76,6.9526
P2-0,-34.689598469,-58.4608185587,77,7.17
P2-1,-34.689598469,-58.4608185587,1,0
P2-1,-34.6881296806,-58.4592338128,2,0.2168
P2-1,-34.6871569507,-58.4581543966,3,0.3626
P2-1,-34.6867997942,-58.457749615,4,0.4168
P2-1,-34.6866166887,-58.4576031653,5,0.4403
P2-1,-34.686387982,-58.4576256741,6,0.4634
P2-1,-34.6862186214,-58.4577638029,7,0.4853
P2-1,-34.6851440162,-58.4592089893,8,0.666
P2-1,-34.6839242484,-58.4608049647,9,0.8675
P2-1,-34.6821277163,-58.4632640868,10,1.1731
P2-1,-34.6808142049,-58.4650410482,11,1.3948
P2-1,-34.6803424286,-58.4657026212,12,1.4764
P2-1,-34.6800978179,-58.4658456004,13,1.5048
P2-1,-34.6799277817,-58.4658258885,14,1.522
P2-1,-34.6793115873,-58.4653608806,15,1.5994
P2-1,-34.6786760754,-58.4648924251,16,1.6786
P2-1,-34.6778405497,-58.464182391,17,1.7887
P2-1,-34.676763691,-58.4628700067,18,1.959
P2-1,-34.6760908715,-58.4620751075,19,2.0635
P2-1,-34.6752435571,-58.4609703776,20,2.2032
P2-1,-34.674533553,-58.4601381199,21,2.313
P2-1,-34.674064313,-58.459560204,22,2.3876
